,biology_accuracy,biology_ece_verbal_numerical_confidence,biology_ece_verbal_linguistic_confidence,biology_ece_logit_perplexity_confidence,biology_auroc_verbal_numerical_confidence,biology_auroc_verbal_linguistic_confidence,biology_auroc_logit_perplexity_confidence,biology_sample_size,business_accuracy,business_ece_verbal_numerical_confidence,business_ece_verbal_linguistic_confidence,business_ece_logit_perplexity_confidence,business_auroc_verbal_numerical_confidence,business_auroc_verbal_linguistic_confidence,business_auroc_logit_perplexity_confidence,business_sample_size,chemistry_accuracy,chemistry_ece_verbal_numerical_confidence,chemistry_ece_verbal_linguistic_confidence,chemistry_ece_logit_perplexity_confidence,chemistry_auroc_verbal_numerical_confidence,chemistry_auroc_verbal_linguistic_confidence,chemistry_auroc_logit_perplexity_confidence,chemistry_sample_size,computer science_accuracy,computer science_ece_verbal_numerical_confidence,computer science_ece_verbal_linguistic_confidence,computer science_ece_logit_perplexity_confidence,computer science_auroc_verbal_numerical_confidence,computer science_auroc_verbal_linguistic_confidence,computer science_auroc_logit_perplexity_confidence,computer science_sample_size,economics_accuracy,economics_ece_verbal_numerical_confidence,economics_ece_verbal_linguistic_confidence,economics_ece_logit_perplexity_confidence,economics_auroc_verbal_numerical_confidence,economics_auroc_verbal_linguistic_confidence,economics_auroc_logit_perplexity_confidence,economics_sample_size,engineering_accuracy,engineering_ece_verbal_numerical_confidence,engineering_ece_verbal_linguistic_confidence,engineering_ece_logit_perplexity_confidence,engineering_auroc_verbal_numerical_confidence,engineering_auroc_verbal_linguistic_confidence,engineering_auroc_logit_perplexity_confidence,engineering_sample_size,health_accuracy,health_ece_verbal_numerical_confidence,health_ece_verbal_linguistic_confidence,health_ece_logit_perplexity_confidence,health_auroc_verbal_numerical_confidence,health_auroc_verbal_linguistic_confidence,health_auroc_logit_perplexity_confidence,health_sample_size,history_accuracy,history_ece_verbal_numerical_confidence,history_ece_verbal_linguistic_confidence,history_ece_logit_perplexity_confidence,history_auroc_verbal_numerical_confidence,history_auroc_verbal_linguistic_confidence,history_auroc_logit_perplexity_confidence,history_sample_size,law_accuracy,law_ece_verbal_numerical_confidence,law_ece_verbal_linguistic_confidence,law_ece_logit_perplexity_confidence,law_auroc_verbal_numerical_confidence,law_auroc_verbal_linguistic_confidence,law_auroc_logit_perplexity_confidence,law_sample_size,math_accuracy,math_ece_verbal_numerical_confidence,math_ece_verbal_linguistic_confidence,math_ece_logit_perplexity_confidence,math_auroc_verbal_numerical_confidence,math_auroc_verbal_linguistic_confidence,math_auroc_logit_perplexity_confidence,math_sample_size,other_accuracy,other_ece_verbal_numerical_confidence,other_ece_verbal_linguistic_confidence,other_ece_logit_perplexity_confidence,other_auroc_verbal_numerical_confidence,other_auroc_verbal_linguistic_confidence,other_auroc_logit_perplexity_confidence,other_sample_size,philosophy_accuracy,philosophy_ece_verbal_numerical_confidence,philosophy_ece_verbal_linguistic_confidence,philosophy_ece_logit_perplexity_confidence,philosophy_auroc_verbal_numerical_confidence,philosophy_auroc_verbal_linguistic_confidence,philosophy_auroc_logit_perplexity_confidence,philosophy_sample_size,physics_accuracy,physics_ece_verbal_numerical_confidence,physics_ece_verbal_linguistic_confidence,physics_ece_logit_perplexity_confidence,physics_auroc_verbal_numerical_confidence,physics_auroc_verbal_linguistic_confidence,physics_auroc_logit_perplexity_confidence,physics_sample_size,psychology_accuracy,psychology_ece_verbal_numerical_confidence,psychology_ece_verbal_linguistic_confidence,psychology_ece_logit_perplexity_confidence,psychology_auroc_verbal_numerical_confidence,psychology_auroc_verbal_linguistic_confidence,psychology_auroc_logit_perplexity_confidence,psychology_sample_size
Grok-3-beta,0.8842398884239888,0.031171569600701332,0.021304026246070862,0.048841193318367004,0.7676067044202046,0.7219508950629014,0.630477746949945,717.0,0.806615776081425,0.07748094946146011,0.09001265466213226,0.14526963233947754,0.8511746637888095,0.8497685953843599,0.7996119043665946,786.0,0.8184233835252436,0.06346329301595688,0.07949507236480713,0.13791261613368988,0.826451800232288,0.8167775314116779,0.756192587899905,1129.0,0.8268292682926829,0.05073170363903046,0.06695123016834259,0.11208468675613403,0.7238148655947484,0.7094603016328057,0.7583198304873489,410.0,0.8185053380782918,0.06144723296165466,0.07099640369415283,0.11957979947328568,0.7199488491048592,0.6915364213318177,0.6362792459979161,843.0,0.6475495307612096,0.14833161234855652,0.16532845795154572,0.2929162383079529,0.7791760759988184,0.7717462767629993,0.7089967508027709,959.0,0.7980416156670747,0.06291315704584122,0.06912485510110855,0.13188204169273376,0.7221602528350997,0.7186605316973416,0.6298103736754044,817.0,0.6754617414248021,0.1573878675699234,0.15936672687530518,0.23869618773460388,0.626857850609756,0.6118521341463414,0.6077870934959351,379.0,0.5676657584014533,0.21507729589939117,0.2278837412595749,0.3466401994228363,0.6478890756302521,0.6352521008403361,0.5809882352941176,1101.0,0.8561847988077497,0.060842014849185944,0.06052534282207489,0.09981375932693481,0.8618149596179604,0.8386026145736097,0.8079113624372624,1342.0,0.7657266811279827,0.08058571815490723,0.0864424780011177,0.1616838425397873,0.7932011331444758,0.7622003200083937,0.6912115727625643,922.0,0.6913827655310621,0.14849700033664703,0.15571147203445435,0.2310033142566681,0.6901938641069076,0.6947957839262188,0.6150762281197064,499.0,0.8280402788536019,0.04128574579954147,0.06814485043287277,0.12306524813175201,0.7882967157990545,0.7692737171221737,0.7314320869044911,1291.0,0.8007518796992481,0.06347119063138962,0.07080201059579849,0.12382113933563232,0.7309327664097793,0.6890089664471807,0.5924941683644847,798.0
Grok-3-mini-beta,0.9060693641618497,0.03721097856760025,0.034393034875392914,0.05310714244842529,0.7498343761501656,0.7461783830204883,0.4705189547294811,692.0,0.889739663093415,0.06900458037853241,0.07033684849739075,0.08738589286804199,0.840660260087971,0.8210102314017976,0.7567651558615414,653.0,0.9291521486643438,0.04515676200389862,0.04379786550998688,0.05368375778198242,0.7320901639344263,0.7298463114754099,0.6670696721311475,861.0,0.8397790055248618,0.11049720644950867,0.10861869156360626,0.12650692462921143,0.6796166061705989,0.6616662885662432,0.5868307622504536,362.0,0.8547008547008547,0.08252750337123871,0.08175826072692871,0.10679912567138672,0.6561644657863145,0.6470348139255703,0.5142857142857142,819.0,0.8654292343387471,0.08053356409072876,0.0816008597612381,0.11414211988449097,0.8195433114541925,0.8205602292687437,0.7580197836738467,431.0,0.7790123456790123,0.1263086348772049,0.1267654448747635,0.1793648600578308,0.7203737970234355,0.7255929667372,0.5781724495126118,810.0,0.6605263157894737,0.22276313602924347,0.21957896649837494,0.29323744773864746,0.6516414960313783,0.6597331603817288,0.5538775132030019,380.0,0.6011029411764706,0.263134241104126,0.26640623807907104,0.35403531789779663,0.6475887484321934,0.6397250524951029,0.5553347707831283,1088.0,0.9582963620230701,0.0252439696341753,0.025022096931934357,0.021981239318847656,0.7990937746256895,0.7546591804570528,0.7366627265563435,1127.0,0.7735229759299781,0.125579833984375,0.1203719973564148,0.18553471565246582,0.7758098791245586,0.7597455397713685,0.5926313128207231,914.0,0.7637474541751528,0.13606925308704376,0.13425663113594055,0.193977952003479,0.7353333333333333,0.7278735632183908,0.6104827586206897,491.0,0.9154375614552606,0.05395284295082092,0.052502475678920746,0.06308835744857788,0.7289798416306547,0.7205492968301153,0.6432443234331677,1017.0,0.8007566204287516,0.11028997600078583,0.10854975879192352,0.1526525914669037,0.720422605402173,0.7100069769759794,0.5460679756802551,793.0
Llama-3.1-nemotron-nano-4b-v1.1,0.7728613569321534,0.11297929286956787,0.08252215385437012,0.07333140075206757,0.7784524635669674,0.8503519381381976,0.6094478041042927,339.0,0.5054545454545455,0.35018178820610046,0.2990909218788147,0.3660435676574707,0.6694879390605162,0.7164092255607278,0.6820249682606856,275.0,0.7333333333333333,0.14948716759681702,0.1393333226442337,0.154225692152977,0.7342657342657342,0.7336605701990317,0.6464497041420119,195.0,0.4797687861271676,0.3671676516532898,0.3053906261920929,0.3916776776313782,0.6751004016064258,0.7342034805890227,0.5278447121820615,173.0,0.5474683544303798,0.2792404890060425,0.21438291668891907,0.28884389996528625,0.7480900602287885,0.7794171146772303,0.5346214479162457,316.0,0.49142857142857144,0.2719428241252899,0.22537142038345337,0.3739820718765259,0.6932976221583487,0.7373922132218449,0.6959759602822054,175.0,0.391304347826087,0.44916996359825134,0.3647628426551819,0.44093993306159973,0.634887839433294,0.7116292798110979,0.6105207923389743,253.0,0.291044776119403,0.5194029808044434,0.4588930010795593,0.5308318138122559,0.5412955465587044,0.5863697705802969,0.48960863697705803,134.0,0.17142857142857143,0.5760317444801331,0.5450974702835083,0.6405774354934692,0.5415425003547609,0.5924861643252448,0.5598126862494679,315.0,0.6877133105802048,0.22863474488258362,0.17615863680839539,0.2105593979358673,0.7312302539695452,0.7892445999267786,0.6586123201670531,586.0,0.30598669623059865,0.45940136909484863,0.4115373492240906,0.5232635140419006,0.6132448951243229,0.6618743343982961,0.5317636708802149,451.0,0.1952191235059761,0.5684860944747925,0.5094953775405884,0.6397182941436768,0.5999191755910285,0.6580622347949081,0.49979793897757124,251.0,0.6394984326018809,0.23056431114673615,0.18816612660884857,0.23201332986354828,0.7747229326513214,0.8178815004262574,0.7063086104006819,319.0,0.5734072022160664,0.2983378767967224,0.28434908390045166,0.2575908601284027,0.63606562519606,0.6377438986134636,0.6101700232135014,361.0
Llama-3.1-nemotron-nano-8b-v1,0.6523125996810207,0.1542743295431137,0.12402450293302536,0.07393168658018112,0.6732576658217627,0.7461811085439984,0.6455328503173998,627.0,0.41467304625199364,0.3415311276912689,0.27825096249580383,0.2834974229335785,0.6294539928736114,0.716432613707818,0.6498323202682876,627.0,0.4990892531876138,0.2428050935268402,0.22596541047096252,0.2036014050245285,0.6519973457199735,0.6819243530192437,0.6656403450564035,549.0,0.4323529411764706,0.36744117736816406,0.2882843017578125,0.2830285131931305,0.6260970709527335,0.7279792746113989,0.6743153219837158,340.0,0.4138364779874214,0.3339245319366455,0.2657421827316284,0.2877272665500641,0.5632851533454218,0.694825651930026,0.5997560561983901,795.0,0.3523238380809595,0.3422488868236542,0.30110570788383484,0.29151302576065063,0.6112588652482269,0.622655634357762,0.5890957446808511,667.0,0.35856573705179284,0.394382506608963,0.3393094539642334,0.34730803966522217,0.6168698719423357,0.682957595276436,0.6037343761981443,753.0,0.26881720430107525,0.4509676992893219,0.3911648690700531,0.41422489285469055,0.5969669117647058,0.6636213235294117,0.5593014705882353,372.0,0.20018885741265344,0.5166194438934326,0.45274627208709717,0.4824301302433014,0.5440427925419349,0.6071818404579982,0.5154039785257624,1059.0,0.589041095890411,0.22515977919101715,0.1826740801334381,0.1564113050699234,0.6753983634797589,0.758570198105082,0.6653692937123169,876.0,0.3084862385321101,0.414449542760849,0.36466172337532043,0.39848363399505615,0.6269057438951464,0.6696505083011214,0.600849531771132,872.0,0.2217573221757322,0.534874439239502,0.46529293060302734,0.4853040277957916,0.5441392777439643,0.5892041996348144,0.5642371677825117,478.0,0.4784366576819407,0.27684637904167175,0.25482258200645447,0.20781777799129486,0.6701277432034066,0.7307056811151145,0.6678239982530845,742.0,0.44155844155844154,0.33003896474838257,0.3061818480491638,0.2655792236328125,0.6091894664842681,0.6737209302325581,0.574781121751026,770.0
Llama-3.2-1b-instruct,0.17012448132780084,0.5082988142967224,0.3334716260433197,0.5906293988227844,0.5286585365853659,0.7407317073170732,0.4169512195121951,241.0,0.11235955056179775,0.6641572713851929,0.3481273055076599,0.6414692401885986,0.5237341772151898,0.7737341772151899,0.49525316455696206,178.0,0.15418502202643172,0.5973128080368042,0.29834797978401184,0.6197083592414856,0.4566964285714286,0.7295386904761905,0.4605654761904762,227.0,0.11643835616438356,0.6482876539230347,0.3519977331161499,0.628066897392273,0.46192430460556316,0.7526219790241677,0.5841313269493844,146.0,0.1912751677852349,0.5204697847366333,0.32086241245269775,0.5339886546134949,0.5623862560966731,0.7267234476232074,0.44929751765305387,298.0,0.1457286432160804,0.6505025625228882,0.35469016432762146,0.629960834980011,0.47606490872210955,0.6609533468559838,0.36105476673427994,199.0,0.20238095238095238,0.4662698209285736,0.3113756775856018,0.5143598914146423,0.5285825773095307,0.7332455370207784,0.45976002341235006,252.0,0.15315315315315314,0.4745495021343231,0.32680177688598633,0.5485830307006836,0.47199624530663326,0.6024718397997497,0.4993742177722153,222.0,0.1381294964028777,0.37474822998046875,0.40815356373786926,0.5980306267738342,0.5080429187534781,0.5348062743461324,0.4748017529215359,695.0,0.21031746031746032,0.570396900177002,0.21474868059158325,0.5561818480491638,0.5484972029961127,0.8423248317056984,0.5375936285199583,252.0,0.18789808917197454,0.4857962131500244,0.3669533431529999,0.5331786870956421,0.5418079096045197,0.6931871053506149,0.40804253904951815,314.0,0.16203703703703703,0.5296295881271362,0.40601846575737,0.552839994430542,0.5379636937647987,0.6513812154696133,0.427466456195738,216.0,0.19767441860465115,0.5759689211845398,0.28138241171836853,0.5581388473510742,0.5290328691863219,0.7490290802311264,0.487354362034669,258.0,0.17647058823529413,0.49640533328056335,0.3839324414730072,0.5466663241386414,0.5092960023515579,0.6499853027630805,0.4480452674897119,306.0
Llama-3.2-3b-instruct,0.5692307692307692,0.3179720640182495,0.1817016303539276,0.21175801753997803,0.5567423976514885,0.7700110086473724,0.4895577395577395,715.0,0.3119266055045872,0.5572084188461304,0.34035608172416687,0.5191609263420105,0.5927010804321728,0.7572949179671871,0.5824409763905563,763.0,0.2694775435380385,0.5736023187637329,0.3670942485332489,0.566410481929779,0.6024505159654828,0.7262651610204935,0.5667511672172005,1091.0,0.30864197530864196,0.5901234149932861,0.33093827962875366,0.4772498905658722,0.5333,0.7630428571428571,0.48602857142857137,405.0,0.41211401425178146,0.44654393196105957,0.2657838463783264,0.3638862073421478,0.5072948505225162,0.725109888510465,0.47292521759380557,842.0,0.2576754385964912,0.5667654871940613,0.40771201252937317,0.565617024898529,0.5846663942927183,0.6796348093906157,0.513227945567114,912.0,0.35460122699386504,0.5047239065170288,0.3701023459434509,0.41477417945861816,0.6148413961871932,0.7420237609693844,0.5411409475443051,815.0,0.2782152230971129,0.52519690990448,0.44118550419807434,0.45846137404441833,0.5957975986277873,0.6339622641509435,0.5656260720411664,381.0,0.18982742960944596,0.6176658272743225,0.5499318838119507,0.5286391973495483,0.5484315660737658,0.6098386508464395,0.5291318900594331,1101.0,0.29977289931869794,0.6023845076560974,0.3404940962791443,0.5468340516090393,0.5966298116298115,0.7925238875238876,0.6131804531804532,1321.0,0.2985884907709012,0.5428339242935181,0.40312886238098145,0.47405070066452026,0.5801238390092879,0.7222882071488882,0.5567407824373769,921.0,0.28714859437751006,0.5536144971847534,0.4430388808250427,0.4706572890281677,0.5450901211464592,0.668866344922683,0.5658623067073772,498.0,0.26501200960768617,0.5865412950515747,0.3779076933860779,0.5627106428146362,0.6239773183526516,0.7679837292419485,0.5219115507901717,1249.0,0.4398496240601504,0.41065168380737305,0.33320802450180054,0.3196881115436554,0.6172457089683041,0.7099817077445714,0.5967035698579323,798.0
Llama-3.2-3b-instruct-turbo,0.5913528591352859,0.2933472990989685,0.2101580649614334,0.20763635635375977,0.592282986670101,0.8041325906368728,0.5345080172580334,717.0,0.3282051282051282,0.5539615750312805,0.3634316325187683,0.5093306303024292,0.5780131798664122,0.7373941436068703,0.5829332657442747,780.0,0.286101083032491,0.5660740733146667,0.4132566452026367,0.560707688331604,0.5643935919472616,0.720024566595014,0.574292015457812,1108.0,0.32107843137254904,0.5818626880645752,0.3411356210708618,0.4842747151851654,0.5083638768705045,0.7662110397663074,0.5341306804089618,408.0,0.4431279620853081,0.40864935517311096,0.2407187521457672,0.3552437722682953,0.5405705996131529,0.8034019797474115,0.4777107748321766,844.0,0.3034188034188034,0.523921012878418,0.40475937724113464,0.5290631055831909,0.5582795083383738,0.6443310939255164,0.539909703620496,936.0,0.3880048959608323,0.46835994720458984,0.3513259291648865,0.39901962876319885,0.5893627760252367,0.730223974763407,0.5083154574132493,817.0,0.3228346456692913,0.4837271273136139,0.3818984925746918,0.43730515241622925,0.5077519379844961,0.684581206277179,0.553727862860024,381.0,0.21727272727272728,0.5959546566009521,0.5293647050857544,0.5340286493301392,0.5036738442698234,0.7140111478819511,0.5459886577347542,1100.0,0.26382660687593423,0.6392675638198853,0.40714696049690247,0.5872676372528076,0.5774722825383587,0.7585050545721229,0.5614673358162809,1338.0,0.32356134636264927,0.5181650519371033,0.3460007309913635,0.467384397983551,0.5650322643196484,0.7762962284680104,0.5520215023646138,921.0,0.2570281124497992,0.5680723190307617,0.440987229347229,0.5246909260749817,0.5486486486486486,0.734396114864865,0.5271537162162162,498.0,0.2546728971962617,0.601355254650116,0.4013156294822693,0.5827137231826782,0.5442769996708624,0.7534982856083774,0.5337174337490693,1284.0,0.46616541353383456,0.3823684751987457,0.3100459575653076,0.3173653781414032,0.5900947801504366,0.7805669140289766,0.578827805542935,798.0
Llama-4-maverick-17b-128e-instruct-fp8,0.891213389121339,0.04435141384601593,0.03563452512025833,0.04837962985038757,0.6125657076361302,0.6854259459893263,0.46197985634605354,717.0,0.832274459974587,0.11658183485269547,0.10660741478204727,0.12159306555986404,0.7569049271339348,0.8148045338885033,0.730441822808235,787.0,0.8161434977578476,0.13703134655952454,0.11937810480594635,0.14874054491519928,0.7379174484052533,0.7942883945322972,0.6451782363977486,1115.0,0.8014705882352942,0.1404411792755127,0.1301470249891281,0.14374248683452606,0.7236946426548873,0.7373050930645222,0.6731981726884887,408.0,0.8471563981042654,0.08750007301568985,0.08264216780662537,0.0961264818906784,0.6348620371876186,0.6481270667317178,0.571106412966878,844.0,0.7052083333333333,0.19309376180171967,0.18412497639656067,0.25254496932029724,0.738074857378478,0.7530077091303872,0.6571133299580878,960.0,0.780905752753978,0.1094859391450882,0.10422275215387344,0.15451307594776154,0.7106048930841842,0.7223078404931612,0.6708113693280329,817.0,0.6876640419947506,0.15367455780506134,0.15905505418777466,0.23389676213264465,0.580008339213548,0.578821604977869,0.586022195137597,381.0,0.6121707538601272,0.2414623349905014,0.23755678534507751,0.3176060914993286,0.6201554562575139,0.6235449864140822,0.5757753702249495,1101.0,0.8780852655198205,0.09816008061170578,0.08252056688070297,0.08393155038356781,0.6909861937061695,0.7657136735611041,0.6660413248189296,1337.0,0.7619047619047619,0.1268831491470337,0.12169194966554642,0.1673707216978073,0.7178331611570248,0.7235795454545455,0.6631844008264463,924.0,0.685370741482966,0.18847694993019104,0.18376755714416504,0.23707500100135803,0.7174824002681863,0.7206298655343242,0.6954408313778075,499.0,0.8332046332046332,0.12142850458621979,0.10386092215776443,0.1287936568260193,0.7164233858510968,0.762696083479216,0.6275701094978203,1295.0,0.7982456140350878,0.09517538547515869,0.09295112639665604,0.1300150454044342,0.7129401211033864,0.7193609407451467,0.6074280643934592,798.0
Llama-4-scout-17b-16e-instruct,0.8792134831460674,0.07792133837938309,0.06474243104457855,0.07881994545459747,0.6798331971171707,0.7125436510884909,0.598131361913961,712.0,0.7696267696267697,0.1949806809425354,0.16121195256710052,0.1969381868839264,0.7085443097102072,0.7995599857999665,0.7661758935744848,777.0,0.8087535680304472,0.15601330995559692,0.13516651093959808,0.16741618514060974,0.7023178226514486,0.7387825577992391,0.717430494585894,1051.0,0.7371007371007371,0.23226045072078705,0.20441439747810364,0.22226113080978394,0.6069781931464174,0.7120093457943926,0.6218380062305295,407.0,0.7995255041518387,0.1496441513299942,0.12999209761619568,0.15804554522037506,0.6284875248011519,0.6972371955823222,0.5989500114129195,843.0,0.6744457409568262,0.25149357318878174,0.2213078737258911,0.2919928729534149,0.7137298309583162,0.7330772283613002,0.6765263980354951,857.0,0.7181372549019608,0.18330878019332886,0.17499998211860657,0.2330855280160904,0.6908925656625612,0.7014764801899391,0.6413266063214127,816.0,0.6194225721784777,0.25131237506866455,0.23766402900218964,0.32432571053504944,0.6097457627118643,0.608270017533606,0.590707188778492,381.0,0.5268425841674249,0.3723839521408081,0.34464356303215027,0.4121752679347992,0.580574930251096,0.6157865019263983,0.5691510561976882,1099.0,0.8405341712490181,0.14698341488838196,0.1121511310338974,0.13486571609973907,0.6069725150775747,0.7681230145941715,0.699415312370517,1273.0,0.6854663774403471,0.2208351045846939,0.19426250457763672,0.2636528015136719,0.6980385202968137,0.7264213225665648,0.6652280663465735,922.0,0.6161616161616161,0.2827272415161133,0.2691918611526489,0.3283365070819855,0.6916738567730804,0.7085849870578085,0.6278688524590164,495.0,0.8094462540716613,0.16059449315071106,0.13612642884254456,0.16473746299743652,0.6709100758396533,0.7519346850332767,0.7041221689109014,1228.0,0.7525125628140703,0.16614320874214172,0.15697236359119415,0.19767549633979797,0.7198588171487166,0.7288331652585104,0.6164928010304823,796.0
Meta-llama-3.1-405b-instruct-turbo,0.8649789029535865,0.05379748344421387,0.06905761361122131,0.012635912746191025,0.705005081300813,0.714405487804878,0.6143970189701897,711.0,0.752895752895753,0.16786354780197144,0.15765763819217682,0.13215292990207672,0.7946714743589745,0.8129896723646723,0.7034188034188034,777.0,0.693822739480752,0.1996329128742218,0.21266484260559082,0.20419247448444366,0.7241407281644974,0.7570647047726844,0.6606338426711942,1117.0,0.7524509803921569,0.17083334922790527,0.17463240027427673,0.1205865740776062,0.6996162156932305,0.6792014706356628,0.6815557777276099,408.0,0.8047619047619048,0.09583328664302826,0.12589281797409058,0.06832577288150787,0.661846947611488,0.7079755375956126,0.6245670370904892,840.0,0.5678233438485805,0.27848583459854126,0.2745846211910248,0.31506067514419556,0.7076619807155087,0.7213255834910337,0.6060647021717581,951.0,0.7668711656441718,0.11288343369960785,0.14582820236682892,0.09626306593418121,0.6762063157894737,0.6836631578947369,0.6185178947368422,815.0,0.6578947368421053,0.16828954219818115,0.21355266869068146,0.19133968651294708,0.5721384615384616,0.5721692307692308,0.5302153846153845,380.0,0.600909090909091,0.23550006747245789,0.2939089834690094,0.2582138776779175,0.5632833526892022,0.5926221401273007,0.5347044410519025,1100.0,0.7735562310030395,0.16194528341293335,0.15035341680049896,0.12388385832309723,0.775269972706056,0.7968546037103941,0.6652206590102978,1316.0,0.7258938244853738,0.13846154510974884,0.15725894272327423,0.12688645720481873,0.6951094330717951,0.740389947495723,0.6804849271429414,923.0,0.7108433734939759,0.1480923593044281,0.18423692882061005,0.13896821439266205,0.6128864563716259,0.6413214061519147,0.5425886691776522,498.0,0.7049180327868853,0.19643253087997437,0.21392717957496643,0.1894111931324005,0.7266196745709482,0.7491372087163892,0.6435690555291884,1281.0,0.7807017543859649,0.10833337903022766,0.14072683453559875,0.07726754993200302,0.7228754872735612,0.7012199036918138,0.617931667048842,798.0
Meta-llama-3.1-70b-instruct-turbo,0.8176718092566619,0.10371670126914978,0.0966339111328125,0.009584076702594757,0.6364559968333553,0.7194814619342922,0.5666710647842724,713.0,0.6436931079323797,0.28408321738243103,0.21895428001880646,0.2046218067407608,0.677689301776893,0.7862051168620512,0.6585489935854899,769.0,0.4802158273381295,0.41541367769241333,0.3532523810863495,0.3730156719684601,0.6558697173515805,0.7442653862602542,0.651908945997434,1112.0,0.6658354114713217,0.26331669092178345,0.22572734951972961,0.16099701821804047,0.6228408519201745,0.7519984347923305,0.5814187489518698,401.0,0.7442977190876351,0.1665065884590149,0.16070431470870972,0.07992321997880936,0.6283923973951234,0.7349386642435257,0.5681811297894896,833.0,0.46548117154811713,0.35965487360954285,0.3288441300392151,0.3674193024635315,0.6401635919875107,0.6553112425515073,0.5816310824776271,956.0,0.726161369193154,0.155806764960289,0.16479219496250153,0.08561890572309494,0.6571593915343915,0.735171657046657,0.6269916426166426,818.0,0.5984251968503937,0.23057742416858673,0.2426508665084839,0.1843649297952652,0.5886796238963421,0.6216746932691206,0.5161105377823644,381.0,0.4886260236578708,0.3818470239639282,0.3862632215023041,0.31028422713279724,0.5820576287136258,0.6438448080478737,0.5659787802275724,1099.0,0.6156773211567732,0.32694053649902344,0.24194443225860596,0.24219118058681488,0.6684759328837705,0.7679129594047168,0.657597082328752,1314.0,0.6663019693654267,0.20764777064323425,0.19020789861679077,0.1295502632856369,0.6553420011305823,0.7320977684459877,0.6081886457239764,914.0,0.5653923541247485,0.30824947357177734,0.29869210720062256,0.22117002308368683,0.5814468828258864,0.6553809147225518,0.5529359430604982,497.0,0.509375,0.3981093764305115,0.3382818400859833,0.3384951949119568,0.6442255089679966,0.7121436735571098,0.5841702160915947,1280.0,0.7481203007518797,0.1343357414007187,0.1561403125524521,0.053131744265556335,0.6630707434352525,0.7074176854421361,0.6144820287173846,798.0
Meta-llama-3.1-8b-instruct-turbo,0.67,0.16178585588932037,0.15596196055412292,0.13908489048480988,0.6685034936634083,0.8383869151459771,0.5274554869437599,700.0,0.4592696629213483,0.3597613275051117,0.3162921071052551,0.38079607486724854,0.6120854680487708,0.8045831843996982,0.6159339131816196,712.0,0.35948361469712015,0.44046691060066223,0.3918238878250122,0.4872799813747406,0.5613580881408197,0.7388517709537882,0.5804317101374791,1007.0,0.47117794486215536,0.3630325198173523,0.2965538799762726,0.3422890305519104,0.6415750731067863,0.7717051527679742,0.570938791973379,399.0,0.5500603136308806,0.26779261231422424,0.2458081841468811,0.2569306194782257,0.5921846338366024,0.7906760030102066,0.5196956869385261,829.0,0.3962920046349942,0.3930475413799286,0.3727114200592041,0.4448096752166748,0.5475805636933023,0.6733704863566466,0.587601441223019,863.0,0.547911547911548,0.26584774255752563,0.2746519446372986,0.24844375252723694,0.5898902076428155,0.7764244979528172,0.5611656755702865,814.0,0.4330708661417323,0.36587923765182495,0.36014869809150696,0.338361531496048,0.5304573512906846,0.6779461279461279,0.4811447811447811,381.0,0.30783242258652094,0.4813298285007477,0.5080980062484741,0.4695880115032196,0.527074898785425,0.6675412644036125,0.5522111491747119,1098.0,0.4289195775792039,0.4020634591579437,0.3073233366012573,0.42734846472740173,0.6089769494374757,0.7852655286865813,0.5999558170610803,1231.0,0.4461538461538462,0.3575824499130249,0.32730770111083984,0.34372568130493164,0.6178014309171945,0.7785792477910706,0.5532537727734772,910.0,0.3870967741935484,0.4167340099811554,0.384139746427536,0.39124172925949097,0.5612321820175439,0.7788771244517545,0.5209361293859649,496.0,0.382996632996633,0.4233165979385376,0.3757224678993225,0.4579552412033081,0.6018125121808614,0.7550155165434838,0.5776981545057943,1188.0,0.5766331658291457,0.24007552862167358,0.2622697055339813,0.2129102349281311,0.5879314468946168,0.7579662923527473,0.5853067240743973,796.0
